64086,	383,	35 43 39 47 33 21 8 30 26 31 9 4 17 40 3 22 19 16 38 14 42 15 5 27 48 20 10 41 45 29 23 49 7 2 1 0 11 44 36 46 24 37 13 18 12 25 34 32 6 28 
64162,	374,	6 15 12 44 38 33 17 23 24 8 7 29 10 20 11 21 36 19 41 4 22 32 30 16 26 18 2 28 48 43 13 1 14 49 40 34 9 39 25 37 45 35 31 27 3 47 42 46 0 5 
64033,	381,	30 17 25 19 47 48 9 22 37 45 8 7 32 1 31 6 43 38 2 14 5 44 15 42 27 39 35 40 13 46 20 29 41 4 36 23 12 34 18 24 21 26 28 10 0 3 33 49 16 11 
64128,	373,	20 22 27 5 11 24 29 47 30 23 4 21 39 44 16 35 42 19 34 38 28 37 41 26 10 43 33 45 25 18 14 1 17 15 2 36 12 32 46 13 48 9 7 40 3 49 31 0 8 6 
64031,	380,	48 8 27 31 44 15 14 9 24 36 40 16 42 46 33 21 32 22 34 19 29 18 0 13 25 7 43 6 39 45 4 20 2 12 10 37 1 3 47 28 11 30 23 38 41 26 35 49 17 5 
63983,	384,	12 48 47 11 45 32 2 23 21 34 9 6 49 15 3 28 41 17 39 25 24 20 46 0 29 43 16 31 19 7 1 36 18 22 33 14 30 27 26 38 40 37 8 42 13 4 10 44 35 5 
64054,	380,	15 30 27 23 20 32 34 39 18 11 19 42 44 28 13 38 8 6 10 41 25 7 1 17 21 22 36 45 47 40 3 0 35 2 26 16 12 4 43 37 49 33 29 24 48 46 5 31 14 9 
64093,	380,	13 49 24 46 1 29 40 35 21 10 33 25 3 30 14 22 17 31 39 12 18 38 7 6 26 41 42 0 2 15 8 16 36 48 11 44 19 4 9 28 47 37 20 5 45 32 23 43 34 27 
64042,	383,	22 37 13 11 39 32 12 49 10 16 23 15 26 3 28 45 0 5 41 36 42 4 21 35 27 6 25 7 29 24 38 14 1 30 48 31 8 9 44 19 17 18 43 34 20 33 46 2 40 47 
64026,	377,	26 46 6 22 19 43 47 5 45 3 1 42 20 37 49 39 23 40 29 25 30 15 13 18 28 21 32 12 2 17 38 48 0 33 14 24 35 31 9 7 27 8 4 10 36 16 41 34 44 11 
63948,	380,	30 29 31 11 45 0 12 49 26 39 42 9 24 22 32 16 13 2 48 36 19 44 38 41 8 21 25 15 35 7 18 3 5 27 28 17 47 46 1 23 33 40 6 14 10 34 4 37 43 20 
64253,	376,	42 17 19 47 21 10 6 26 20 15 39 36 4 28 40 41 9 2 38 1 33 23 25 22 14 8 13 32 24 31 16 44 48 5 49 11 3 12 34 43 0 29 30 35 37 27 7 46 45 18 
64163,	379,	6 38 4 14 16 32 1 37 36 3 28 13 35 21 44 11 27 31 15 0 47 34 45 49 23 12 10 8 7 41 40 39 30 33 26 20 46 9 17 42 2 22 5 43 18 24 25 29 48 19 
64124,	376,	38 11 0 17 37 16 5 8 9 30 43 1 39 6 36 21 41 28 4 47 35 22 26 29 31 19 18 45 34 48 32 7 25 20 49 24 27 40 46 2 10 14 33 12 44 15 23 42 3 13 
64126,	381,	25 14 6 28 24 49 0 11 10 27 39 7 40 23 2 30 18 37 45 46 31 5 3 33 35 44 26 4 20 16 34 15 22 21 8 42 38 32 1 47 48 41 19 12 17 36 9 43 29 13 
64013,	378,	29 46 35 33 38 3 31 16 21 5 30 12 49 41 48 13 15 19 2 11 42 8 9 24 44 14 34 47 4 18 23 6 39 26 37 45 20 28 7 22 43 32 1 0 10 27 17 36 40 25 
64030,	380,	0 32 27 2 25 15 14 46 22 20 34 43 45 47 49 39 19 29 13 4 24 17 35 16 31 36 7 10 28 6 12 44 8 48 41 40 30 23 21 42 9 26 11 37 3 5 1 18 38 33 
64222,	380,	32 40 8 4 11 22 16 9 18 23 1 41 30 19 5 12 7 10 20 33 43 42 34 37 49 25 39 6 0 2 36 17 38 21 31 27 3 46 45 26 35 44 15 28 24 29 13 14 48 47 
64078,	382,	14 26 20 13 12 10 43 36 31 23 44 22 27 3 46 30 32 15 45 49 42 0 48 18 41 35 4 5 6 19 8 38 47 40 24 9 34 1 28 33 2 29 39 37 11 25 17 16 7 21 
64059,	379,	38 30 26 18 43 4 45 36 48 40 12 41 29 17 2 47 46 39 32 13 42 16 24 37 27 0 7 23 35 9 34 20 28 8 21 25 6 31 19 5 14 3 22 1 11 44 33 49 10 15 
63981,	383,	37 18 21 7 6 19 31 3 8 13 48 5 41 0 29 11 35 22 47 9 25 30 34 27 28 42 43 2 15 44 12 49 33 36 40 17 4 1 46 14 32 16 10 24 39 45 23 26 20 38 
64218,	378,	42 29 31 46 4 45 32 22 2 20 10 5 21 3 24 23 38 36 43 6 44 15 19 0 37 30 34 16 40 26 14 28 41 13 25 47 27 9 8 48 49 18 39 12 11 7 33 17 1 35 
64068,	379,	12 36 2 41 34 1 25 32 38 9 23 48 42 13 16 6 43 17 3 22 24 30 37 47 8 35 40 28 46 39 7 14 20 21 18 44 27 15 4 31 10 0 5 26 49 11 29 33 19 45 
64091,	377,	4 24 17 28 25 36 15 47 32 22 12 34 18 3 48 35 46 16 26 41 13 8 6 9 5 31 1 40 49 38 33 29 23 21 11 0 20 45 7 30 19 42 14 27 37 43 39 44 10 2 
63977,	385,	16 20 17 44 39 23 27 22 8 35 24 46 38 13 33 43 25 26 36 11 29 19 40 21 4 30 1 9 0 31 14 10 15 7 41 5 18 37 45 42 12 49 28 2 32 3 47 6 48 34 
64059,	379,	19 6 47 22 21 2 39 34 28 24 32 36 3 30 41 33 20 8 7 9 17 4 42 25 48 49 31 23 0 14 46 18 1 27 43 11 37 13 15 40 45 26 38 16 10 29 44 12 5 35 
64066,	382,	24 10 41 3 6 29 2 39 4 16 18 14 48 9 31 37 0 28 36 33 40 22 15 49 20 5 19 17 32 35 34 30 21 27 25 23 8 11 1 45 46 47 44 43 12 13 7 26 42 38 
63989,	383,	5 22 39 41 20 17 48 37 10 14 6 11 35 0 7 12 23 38 9 24 32 46 1 25 44 13 36 42 2 47 31 21 15 45 27 28 49 19 29 8 40 16 4 18 26 30 34 43 3 33 
64206,	379,	8 11 10 45 40 30 27 1 5 32 0 37 9 4 41 43 19 14 23 17 21 25 49 33 46 13 22 2 31 35 15 42 34 7 44 12 20 36 24 29 6 48 47 3 39 26 16 38 18 28 
64093,	379,	10 36 2 43 34 21 7 48 31 35 20 18 5 25 23 49 44 29 1 45 38 8 42 14 4 32 11 22 30 40 17 19 37 15 9 13 16 26 6 41 39 46 47 24 0 3 27 12 33 28 
64007,	379,	31 11 36 21 49 41 5 6 1 38 45 40 30 47 15 24 37 28 10 13 25 29 4 39 17 2 33 27 46 26 8 32 16 42 23 7 18 9 14 22 43 35 19 20 0 44 48 12 3 34 
63967,	380,	30 20 10 28 44 15 14 35 22 45 19 5 0 7 13 36 41 26 17 42 40 2 38 37 21 46 23 43 8 18 24 49 16 33 3 25 11 6 32 1 31 29 9 48 4 47 39 34 12 27 
64184,	381,	4 35 5 1 30 12 11 31 33 49 2 9 14 21 24 22 16 8 26 19 6 13 15 46 20 3 27 25 37 38 47 0 40 44 45 29 32 36 42 43 10 23 28 48 18 39 17 41 34 7 
63861,	379,	26 6 7 22 27 40 48 43 23 11 17 15 41 30 9 20 47 25 38 33 19 36 39 1 10 14 16 49 35 34 42 13 18 29 2 28 37 44 31 45 3 21 32 24 5 4 46 8 12 0 
64102,	382,	25 24 35 36 43 29 12 5 38 26 1 42 31 30 40 14 6 16 39 17 41 7 47 10 4 18 22 27 33 32 3 20 48 37 8 44 28 49 34 13 2 11 19 45 9 15 21 0 46 23 
63913,	380,	14 46 12 16 13 4 38 24 0 48 15 44 8 7 3 11 18 17 47 35 39 25 49 21 30 6 20 33 9 23 1 29 37 19 22 42 10 2 32 45 43 26 31 36 40 28 27 34 41 5 
64012,	376,	8 36 5 0 43 20 9 37 10 13 42 2 33 38 32 47 27 1 21 12 7 45 31 39 6 14 40 16 11 26 25 24 17 19 3 41 28 35 15 22 30 48 23 18 44 4 29 49 34 46 
63959,	384,	16 45 6 0 23 20 17 48 37 49 38 30 21 31 46 8 44 22 3 32 26 10 9 2 40 43 33 47 39 15 42 41 29 34 25 13 27 4 7 19 12 14 24 1 35 5 11 36 18 28 
64060,	379,	36 11 35 22 42 10 13 9 33 49 32 23 34 2 21 7 44 15 0 46 38 40 14 28 5 20 8 41 30 4 17 48 25 19 1 18 24 31 26 27 39 12 47 29 43 3 16 37 45 6 
63909,	381,	44 38 0 16 34 5 7 35 45 41 19 3 25 32 9 21 33 14 24 2 4 28 42 26 11 23 18 6 49 46 39 13 8 30 29 37 31 43 17 22 12 1 20 47 10 15 27 48 36 40 
64003,	382,	1 30 12 35 3 29 49 5 4 10 21 7 42 41 13 28 36 38 45 33 44 18 32 31 6 40 25 47 46 0 27 43 23 9 17 11 26 48 34 37 19 8 14 16 20 39 22 2 15 24 
63815,	383,	13 29 2 41 15 28 39 45 25 4 37 19 10 23 40 49 5 33 48 21 38 8 27 6 36 9 20 47 24 7 22 1 16 35 18 31 0 32 12 26 30 14 17 43 3 44 34 11 46 42 
64148,	383,	13 17 14 2 12 32 11 25 33 49 23 26 7 19 15 28 5 42 10 36 45 8 27 41 44 6 3 1 31 47 39 46 30 38 35 22 20 43 16 18 29 4 40 34 21 24 0 37 48 9 
63954,	385,	30 44 34 31 40 2 33 37 46 8 43 23 27 18 41 45 6 24 4 35 16 1 38 36 29 42 49 3 0 28 20 47 22 21 25 19 32 5 11 10 17 12 26 13 7 48 15 9 39 14 
63909,	379,	35 28 25 5 38 21 37 22 34 18 45 48 46 32 20 13 33 36 30 26 19 31 24 14 47 3 16 40 39 27 43 42 41 17 6 44 4 11 1 10 7 29 0 15 9 23 49 12 8 2 
64131,	379,	8 23 32 20 22 44 1 27 45 13 29 42 15 24 34 28 16 26 35 33 38 47 43 31 17 14 0 9 18 40 48 11 6 12 7 41 46 30 25 19 4 2 49 21 3 10 5 39 37 36 
64031,	375,	21 11 24 18 46 32 20 5 30 31 9 33 35 10 43 13 12 41 47 0 8 48 16 40 15 2 44 7 37 28 17 14 36 29 3 23 45 42 26 22 25 19 4 49 1 6 39 34 38 27 
64153,	381,	46 45 37 19 10 28 30 47 17 14 8 25 20 36 18 21 29 49 24 4 41 43 0 27 23 11 6 39 16 9 26 48 13 33 35 2 34 22 38 42 44 3 12 15 31 1 32 7 5 40 
63867,	376,	22 20 5 11 23 30 0 44 39 4 32 38 2 10 47 35 7 9 36 41 37 43 26 6 12 48 14 3 45 49 17 25 33 16 18 8 31 27 19 40 42 24 21 29 13 1 15 34 28 46 
63930,	379,	40 11 10 1 23 44 32 38 39 30 49 37 24 18 26 42 29 21 2 19 17 15 8 48 16 14 25 35 6 28 34 43 47 36 3 27 33 22 46 45 0 9 4 20 31 41 7 5 12 13 
63980,	379,	10 21 7 17 40 45 43 31 12 41 8 47 42 37 20 49 22 39 6 23 19 44 16 38 24 4 46 11 28 1 3 26 0 25 34 35 36 29 2 18 32 5 15 33 48 30 13 14 9 27 
64140,	381,	38 13 34 22 47 1 37 43 29 3 9 20 45 30 32 21 35 5 14 10 46 6 15 7 12 27 33 19 40 8 49 18 41 39 16 0 31 11 26 24 42 36 4 25 44 23 28 2 48 17 
63962,	382,	32 14 21 34 48 2 26 24 30 13 43 3 27 45 18 39 9 28 17 12 40 15 0 6 42 4 8 33 22 38 44 25 46 47 49 36 1 41 7 11 19 5 23 31 35 16 20 29 37 10 
63842,	384,	22 41 11 14 29 48 5 7 34 49 33 36 16 31 9 24 8 6 0 27 42 10 12 40 35 1 38 39 2 4 47 32 30 46 25 28 26 44 19 45 20 15 13 37 17 43 23 3 21 18 
64154,	381,	38 26 12 32 19 4 40 29 37 42 18 46 28 48 10 1 20 16 49 24 22 31 30 6 21 8 33 45 3 41 23 14 34 47 15 36 25 35 7 39 13 5 44 2 11 17 43 0 9 27 
63757,	383,	24 40 6 0 38 33 28 46 12 41 42 31 34 32 47 26 39 14 25 49 10 44 15 3 1 35 18 43 5 20 36 45 11 4 17 37 21 27 19 8 9 22 30 16 48 29 2 7 23 13 
64181,	377,	21 48 41 39 12 29 44 4 42 3 15 36 26 6 10 11 45 46 13 24 16 0 31 43 27 22 34 28 1 25 19 47 17 5 20 7 8 38 35 9 18 40 32 37 33 30 2 14 23 49 
64107,	383,	45 32 22 14 26 1 37 40 19 29 49 47 33 2 5 13 7 35 18 39 4 20 10 11 8 42 41 28 25 44 36 12 24 3 6 30 27 15 48 23 9 34 38 31 21 17 43 46 16 0 
64119,	371,	49 32 1 28 44 45 21 18 17 41 9 5 2 0 47 39 31 12 16 4 42 40 35 13 33 38 36 22 8 20 7 10 27 30 14 3 25 43 19 11 15 23 34 29 6 48 26 24 46 37 
64090,	381,	5 18 1 22 10 11 3 25 35 6 16 33 37 26 9 42 12 49 28 4 19 36 40 14 23 32 24 17 47 29 7 15 20 31 30 46 21 44 41 2 43 34 48 45 27 13 0 39 8 38 
63946,	381,	31 46 38 30 7 25 4 34 43 15 1 11 35 29 2 21 5 36 8 17 41 6 48 13 23 16 22 0 37 12 45 42 40 33 20 19 28 27 14 49 3 32 24 26 39 9 47 10 18 44 
63860,	384,	41 29 31 49 4 33 45 28 38 21 17 37 22 35 15 42 16 36 34 6 2 26 32 24 8 14 40 48 43 5 39 13 0 23 47 20 10 12 7 46 9 18 27 25 1 19 44 11 30 3 
64097,	373,	35 40 7 17 16 36 38 20 31 43 48 1 28 39 26 13 12 8 42 30 44 2 3 15 34 6 32 49 9 0 14 37 4 24 21 25 47 19 5 22 41 33 29 10 27 23 18 45 11 46 
64135,	381,	34 24 43 44 8 31 29 47 32 39 26 30 45 13 42 48 28 18 38 9 5 49 20 7 21 16 2 15 11 41 25 1 0 35 3 19 22 37 36 27 14 4 6 33 46 23 12 40 10 17 
64088,	377,	32 5 43 45 44 30 16 27 24 28 37 39 12 26 33 49 4 21 13 14 6 0 17 31 18 11 2 29 35 3 19 38 20 22 25 46 7 8 9 48 42 40 10 1 47 23 34 36 41 15 
63884,	382,	43 42 8 49 21 22 4 2 17 37 12 36 26 25 7 44 40 45 31 33 5 29 15 34 16 27 9 6 38 48 47 0 24 23 46 19 1 18 3 39 32 14 13 41 35 10 20 28 30 11 
63921,	379,	9 48 23 1 11 27 10 37 13 32 6 15 30 18 16 41 43 12 4 24 29 38 14 34 46 40 3 7 25 26 22 19 20 39 35 8 28 33 0 31 21 36 2 44 42 17 49 45 5 47 
64005,	383,	6 3 14 25 4 36 29 16 39 24 9 47 33 28 40 10 31 15 45 11 19 46 18 23 49 42 32 13 21 43 20 44 34 48 7 12 41 8 26 5 0 27 38 22 17 30 35 1 37 2 
63920,	379,	20 44 0 11 43 8 32 49 7 45 19 34 35 5 27 17 41 37 3 15 2 29 13 10 9 1 46 24 18 25 22 48 40 23 36 39 21 26 28 33 30 12 4 6 47 31 16 42 14 38 
