40008,	1373,	10 8 5 6 2 4 11 3 1 0 9 7 
48796,	1384,	7 0 2 3 11 5 10 9 4 1 8 6 
53280,	1381,	2 1 10 6 8 5 4 11 9 7 0 3 
36918,	1382,	0 8 6 9 7 3 4 10 2 11 1 5 
58612,	1378,	1 11 9 4 3 0 5 7 2 6 8 10 
44630,	1374,	5 0 1 3 8 6 9 7 4 11 10 2 
57680,	1378,	4 1 5 8 2 7 0 3 9 6 11 10 
42172,	1384,	11 9 0 7 8 2 5 6 1 4 3 10 
54250,	1382,	11 2 4 9 7 6 0 1 10 5 8 3 
40342,	1376,	7 9 0 1 2 4 11 8 3 6 10 5 
43448,	1386,	9 4 8 5 1 11 7 2 3 0 10 6 
41468,	1379,	7 10 5 1 11 0 3 2 8 6 9 4 
43514,	1384,	1 0 10 3 7 4 9 5 6 8 2 11 
60056,	1374,	8 2 5 1 0 7 10 4 9 3 6 11 
49036,	1380,	1 0 7 8 6 4 2 10 9 3 5 11 
33612,	1367,	0 9 10 8 7 5 1 11 2 6 3 4 
55886,	1382,	8 11 6 7 4 0 2 5 10 1 9 3 
36422,	1381,	5 9 8 4 10 6 2 1 3 0 7 11 
47820,	1378,	1 11 8 9 5 0 2 6 4 3 10 7 
47870,	1374,	6 11 8 0 4 3 9 5 10 7 1 2 
59548,	1381,	11 2 1 7 3 8 0 4 6 5 10 9 
45042,	1376,	4 11 6 7 5 1 3 8 2 10 9 0 
55264,	1372,	10 0 7 5 9 8 1 3 4 11 6 2 
46522,	1378,	3 4 7 11 10 2 8 5 1 9 0 6 
55630,	1379,	4 8 0 7 3 5 2 6 11 10 9 1 
26778,	1376,	11 10 1 6 9 5 8 3 7 0 4 2 
48222,	1383,	4 8 7 0 10 11 5 6 9 2 3 1 
41614,	1387,	9 3 4 6 8 1 10 0 5 2 7 11 
45584,	1387,	2 10 0 4 9 3 5 1 6 8 11 7 
27118,	1378,	4 2 7 10 9 0 1 5 11 3 8 6 
59124,	1377,	11 7 6 4 9 5 2 0 3 8 1 10 
29926,	1383,	9 7 6 11 0 4 10 8 3 5 2 1 
56436,	1375,	8 11 3 9 5 0 10 2 4 6 1 7 
53628,	1376,	2 6 0 7 10 3 9 4 8 1 11 5 
47706,	1377,	5 7 3 9 1 4 2 11 10 0 8 6 
