2,	0.236,	0.292117,	72,	1 10 24 29 12 21 15 2 13 8 22 27 4 0 31 3 18 20 14 28 25 9 30 6 11 19 5 16 26 7 17 23 
2,	0.223,	0.292117,	42,	19 15 25 10 16 5 14 17 12 8 27 22 23 7 18 26 1 9 30 13 0 31 2 24 3 21 28 11 6 20 4 29 
2,	0.283,	0.292117,	68,	21 24 6 13 2 22 9 12 27 14 16 3 31 23 19 20 4 18 11 26 30 1 29 0 7 8 17 10 25 28 5 15 
2,	0.316,	0.292117,	64,	24 4 29 1 27 8 15 5 31 26 0 19 22 18 20 30 21 6 11 7 2 16 28 13 12 9 23 14 17 25 3 10 
2,	0.399,	0.292117,	38,	24 15 16 21 28 2 17 7 0 14 4 10 30 22 12 6 5 23 1 19 18 26 13 8 3 11 29 31 20 9 27 25 
2,	0.268,	0.292117,	54,	30 25 27 5 24 28 7 20 6 14 8 26 12 13 11 22 4 16 3 0 1 2 17 29 31 9 15 19 23 10 18 21 
2,	0.236,	0.292117,	52,	27 20 9 6 12 30 7 5 22 2 11 29 0 1 10 28 13 14 23 15 3 4 8 31 26 25 21 19 17 16 18 24 
2,	0.239,	0.292117,	58,	29 30 21 15 25 2 12 16 20 9 18 1 27 11 17 13 24 23 4 19 26 3 6 14 7 22 0 8 10 31 5 28 
2,	0.228,	0.292117,	42,	6 15 27 13 28 0 17 10 25 2 14 26 24 16 12 7 8 9 19 1 30 23 29 18 31 3 21 4 5 20 22 11 
2,	0.203,	0.292117,	10,	30 22 2 18 28 3 27 9 10 16 24 13 12 4 21 20 8 6 26 14 1 7 19 0 29 31 25 17 23 11 5 15 
2,	0.267,	0.292117,	58,	30 12 24 19 28 27 10 1 26 22 3 14 20 21 0 5 9 23 8 31 18 16 2 7 29 15 4 25 6 11 17 13 
2,	0.301,	0.292117,	44,	21 27 28 1 30 12 9 10 15 29 20 11 4 6 19 8 26 24 13 16 25 22 23 0 5 3 2 18 14 7 31 17 
2,	0.303,	0.292117,	58,	7 19 12 22 10 29 26 13 18 1 25 17 23 31 14 6 15 4 24 0 9 11 28 20 30 16 27 5 2 21 8 3 
2,	0.261,	0.292117,	72,	25 0 9 28 24 20 11 16 10 13 30 4 22 23 2 29 17 5 27 7 19 1 26 31 18 12 3 14 21 6 8 15 
2,	0.229,	0.292117,	50,	21 0 23 8 15 1 6 16 7 5 19 29 10 26 3 12 18 30 22 28 24 25 14 20 31 4 9 2 13 11 27 17 
2,	0.259,	0.292117,	58,	1 14 13 10 6 22 21 0 17 20 18 25 11 27 26 8 2 12 5 28 4 24 3 15 16 29 30 19 23 9 31 7 
2,	0.22,	0.292117,	54,	7 12 18 27 20 5 29 0 31 1 19 28 22 30 24 10 16 8 13 9 11 4 15 23 26 2 14 3 21 25 17 6 
2,	0.253,	0.292117,	66,	0 13 3 22 28 8 25 4 24 1 30 18 7 15 21 16 6 31 17 23 10 9 14 20 29 5 26 12 11 2 19 27 
2,	0.293,	0.292117,	86,	10 24 9 2 23 14 6 29 0 31 27 28 1 3 7 18 21 26 4 30 25 19 15 11 5 12 8 13 22 16 20 17 
2,	0.278,	0.292117,	66,	28 0 25 5 13 14 22 2 20 23 30 4 18 19 1 11 10 15 6 31 7 29 3 21 17 24 8 16 9 12 26 27 
2,	0.371,	0.292117,	56,	6 23 10 31 17 30 18 28 16 9 4 14 24 26 12 0 29 20 19 21 1 25 3 8 5 15 13 7 2 27 11 22 
2,	0.33,	0.292117,	54,	0 30 12 6 19 24 7 20 3 2 13 4 25 9 17 1 28 8 5 10 16 21 31 26 14 18 15 22 29 27 11 23 
2,	0.322,	0.292117,	46,	7 27 26 9 21 17 0 13 16 20 31 11 22 18 15 24 5 4 2 12 25 10 14 23 8 19 30 3 6 29 28 1 
2,	0.25,	0.292117,	40,	29 4 1 2 22 21 13 8 11 17 10 30 3 7 31 26 24 16 9 18 6 0 5 23 27 14 25 20 19 15 12 28 
2,	0.289,	0.292117,	56,	19 16 31 8 25 10 21 24 23 1 18 6 2 3 15 4 26 12 5 13 17 0 27 30 20 14 29 9 28 22 7 11 
2,	0.267,	0.292117,	56,	10 15 3 5 27 16 26 9 18 17 11 20 30 31 6 2 13 19 24 23 25 7 1 21 14 28 12 22 8 0 4 29 
2,	0.3,	0.292117,	72,	0 23 5 9 18 11 25 24 27 7 4 19 20 21 3 2 8 15 17 14 10 22 12 31 29 28 16 26 6 1 13 30 
2,	0.257,	0.292117,	26,	8 18 31 10 7 0 29 14 15 5 20 25 22 30 4 2 6 26 13 27 21 19 9 16 11 3 17 28 23 1 24 12 
2,	0.301,	0.292117,	66,	21 12 9 31 25 19 6 28 4 23 13 3 10 26 15 29 30 22 2 20 27 8 1 17 0 7 11 16 24 14 18 5 
2,	0.287,	0.292117,	66,	11 21 6 28 7 15 8 29 12 3 14 31 26 30 10 13 25 22 24 23 27 9 19 5 0 4 1 20 18 2 16 17 
2,	0.214,	0.292117,	32,	25 17 9 30 14 4 18 2 22 13 11 7 23 21 28 16 0 8 19 12 10 26 29 27 5 31 6 3 15 1 24 20 
2,	0.294,	0.292117,	52,	28 12 0 3 6 9 10 19 27 20 2 5 17 1 14 16 23 15 26 31 29 18 30 21 25 4 13 7 24 22 11 8 
2,	0.365,	0.292117,	38,	4 28 15 16 17 2 5 24 20 18 30 26 3 19 7 14 8 9 21 25 29 23 1 10 22 12 6 13 0 27 11 31 
2,	0.278,	0.292117,	86,	21 9 19 4 11 13 1 22 16 7 17 25 14 10 5 20 6 30 0 31 23 28 18 29 24 27 3 8 2 15 12 26 
2,	0.346,	0.292117,	34,	2 27 15 9 11 17 5 14 4 24 31 19 25 29 30 28 12 22 21 23 7 10 20 13 0 8 18 16 26 1 3 6 
2,	0.391,	0.292117,	50,	29 23 27 16 13 25 22 0 30 24 5 7 20 4 15 21 8 1 6 3 10 11 28 17 18 19 2 9 14 31 12 26 
2,	0.308,	0.292117,	40,	4 6 1 28 14 0 27 9 11 17 16 8 21 23 2 7 25 29 19 13 10 22 15 30 18 20 3 26 24 5 31 12 
2,	0.351,	0.292117,	56,	22 4 14 1 8 13 29 15 21 17 5 18 7 3 6 24 31 12 25 28 30 26 9 16 11 27 0 20 19 2 10 23 
2,	0.374,	0.292117,	42,	1 16 30 4 18 28 11 21 15 2 24 25 22 6 8 3 23 29 10 13 0 20 27 17 26 12 9 31 14 5 7 19 
2,	0.239,	0.292117,	70,	18 7 0 15 19 24 27 6 25 16 21 29 9 13 23 11 4 17 31 1 8 12 20 14 10 26 3 5 2 22 28 30 
2,	0.354,	0.292117,	68,	5 26 9 28 8 31 19 14 23 6 15 22 16 18 7 21 12 10 17 11 24 13 27 29 2 4 0 3 20 1 30 25 
2,	0.241,	0.292117,	34,	31 28 25 27 5 0 26 16 24 10 30 12 13 15 9 20 17 6 18 14 1 4 23 2 8 19 3 22 21 29 7 11 
2,	0.345,	0.292117,	34,	15 1 30 29 9 12 26 0 10 13 8 25 4 20 14 23 2 18 24 22 28 3 21 7 19 17 27 11 6 31 16 5 
2,	0.368,	0.292117,	56,	4 20 12 14 17 28 19 25 31 27 30 29 10 26 15 7 9 3 23 11 21 24 18 22 2 0 1 13 5 16 8 6 
2,	0.292,	0.292117,	64,	31 0 27 20 13 10 26 25 24 14 21 2 4 12 28 23 17 3 18 7 22 11 29 16 5 15 8 19 9 1 6 30 
2,	0.221,	0.292117,	82,	30 1 9 20 16 12 4 11 5 8 14 17 28 24 19 21 10 7 6 3 23 27 31 15 18 2 13 0 26 29 22 25 
2,	0.262,	0.292117,	66,	1 4 25 26 14 7 5 12 17 13 20 10 15 11 24 22 28 19 21 18 8 31 9 29 27 16 6 30 3 0 2 23 
2,	0.234,	0.292117,	64,	20 31 24 18 17 5 2 11 0 29 9 7 14 15 12 8 3 27 6 25 23 13 21 16 19 26 30 28 4 22 10 1 
2,	0.326,	0.292117,	64,	19 21 17 26 5 22 9 25 1 27 2 3 15 14 0 24 29 20 13 16 10 31 12 23 7 8 28 11 30 18 6 4 
2,	0.316,	0.292117,	32,	1 14 9 22 31 3 12 19 10 28 17 11 20 16 21 0 27 26 8 24 15 30 4 25 13 29 7 5 2 18 6 23 
2,	0.459,	0.292117,	60,	22 21 18 28 4 7 14 9 30 6 24 19 15 31 13 20 25 1 10 3 0 11 23 2 29 8 12 26 5 17 27 16 
2,	0.343,	0.292117,	66,	1 12 6 30 20 4 15 17 14 24 27 9 10 8 19 7 16 13 11 29 0 5 21 31 25 28 23 18 26 22 2 3 
2,	0.27,	0.292117,	44,	5 1 9 26 13 16 18 27 23 11 12 10 25 29 20 0 19 24 22 28 7 17 15 8 14 30 6 2 4 3 21 31 
2,	0.373,	0.292117,	68,	16 23 1 26 12 30 11 25 27 2 0 18 14 6 22 31 24 5 15 13 7 17 20 28 21 4 19 29 9 8 10 3 
2,	0.338,	0.292117,	36,	26 17 20 8 29 24 18 16 10 21 22 9 23 31 12 28 0 7 2 5 3 25 1 27 6 11 4 13 19 15 30 14 
2,	0.35,	0.292117,	60,	0 3 14 19 12 7 29 28 23 15 10 27 26 18 5 22 20 9 21 13 24 11 6 4 31 17 16 2 25 8 1 30 
2,	0.345,	0.292117,	62,	5 18 16 6 12 19 29 14 31 26 23 8 1 0 24 9 15 11 25 10 3 7 27 4 30 17 2 22 13 28 20 21 
2,	0.357,	0.292117,	40,	1 28 7 30 22 2 27 31 10 3 0 13 16 18 8 15 23 5 11 21 20 6 24 19 9 4 12 14 25 29 17 26 
2,	0.244,	0.292117,	64,	5 29 22 9 0 23 18 15 2 21 24 27 12 4 14 30 31 11 16 3 26 1 13 6 20 10 7 28 19 8 25 17 
2,	0.28,	0.292117,	14,	20 31 6 28 14 19 7 21 15 30 18 16 5 13 11 2 23 17 3 25 4 12 26 22 9 29 27 0 8 1 24 10 
2,	0.277,	0.292117,	50,	10 27 16 6 8 31 5 30 1 15 7 20 22 23 29 3 14 9 21 13 28 12 25 11 17 26 18 24 0 19 4 2 
2,	0.271,	0.292117,	28,	31 11 8 18 14 25 17 0 29 7 19 20 26 27 22 1 16 12 21 4 10 15 6 23 24 3 13 2 28 30 9 5 
2,	0.247,	0.292117,	62,	1 2 24 25 0 16 27 31 10 3 19 23 7 15 22 21 29 4 26 12 6 17 14 20 8 13 11 28 30 18 9 5 
2,	0.306,	0.292117,	46,	18 24 5 28 9 15 25 23 21 19 13 20 0 8 11 16 22 14 29 30 26 3 17 7 31 2 10 6 12 27 4 1 
2,	0.448,	0.292117,	88,	22 3 14 31 7 18 17 28 5 26 27 9 13 12 10 8 24 0 21 2 29 25 15 6 1 19 11 30 16 23 20 4 
2,	0.232,	0.292117,	34,	4 10 16 1 29 30 15 5 3 23 13 25 18 19 11 27 21 26 7 24 2 12 17 9 8 6 14 22 31 0 20 28 
2,	0.316,	0.292117,	78,	26 10 15 20 17 16 8 14 4 25 28 18 7 6 11 5 30 1 12 3 24 13 2 21 29 9 0 31 19 23 22 27 
2,	0.354,	0.292117,	46,	9 0 27 23 24 20 25 18 28 31 12 2 7 6 10 22 19 13 29 5 14 1 21 3 17 15 30 26 4 8 16 11 
2,	0.296,	0.292117,	70,	6 27 23 8 10 22 24 13 28 4 14 11 21 5 17 3 15 16 26 20 2 9 18 12 30 7 31 1 29 25 19 0 
2,	0.243,	0.292117,	76,	20 1 22 5 28 19 16 25 18 17 31 23 30 14 24 11 27 13 0 15 3 7 12 2 4 6 10 29 21 9 26 8 
2,	0.296,	0.292117,	36,	16 9 31 23 11 14 10 6 18 21 7 27 1 3 0 28 4 30 2 26 17 24 5 20 22 13 19 8 29 12 15 25 
2,	0.308,	0.292117,	30,	3 18 7 27 9 8 28 16 20 26 6 25 13 15 17 14 24 31 29 23 22 30 19 12 5 2 21 11 10 0 4 1 
2,	0.277,	0.292117,	22,	10 21 4 8 31 13 22 3 23 24 30 11 29 28 15 17 1 0 18 2 12 7 26 5 19 27 9 6 20 14 25 16 
2,	0.269,	0.292117,	48,	16 17 15 10 23 12 0 28 9 20 2 19 5 13 1 11 29 6 8 4 24 31 22 3 30 21 26 14 18 7 25 27 
2,	0.251,	0.292117,	62,	8 3 27 20 13 26 16 7 2 22 18 9 14 15 4 21 5 31 0 30 10 24 1 17 23 28 11 12 25 29 6 19 
2,	0.288,	0.292117,	54,	8 19 24 18 1 6 20 15 4 17 25 30 7 3 23 0 31 29 16 13 21 10 26 11 12 22 28 9 27 2 5 14 
2,	0.285,	0.292117,	66,	7 31 28 6 3 0 13 19 12 8 22 24 16 18 1 2 23 27 9 25 10 15 5 26 20 14 4 11 30 21 17 29 
2,	0.251,	0.292117,	52,	31 8 7 13 3 5 6 16 14 12 4 30 17 1 26 20 0 24 2 28 10 9 18 15 29 11 21 27 22 25 23 19 
2,	0.383,	0.292117,	46,	28 11 8 1 5 30 22 2 21 14 31 16 4 6 27 12 18 25 23 29 3 17 26 10 19 9 0 7 24 15 13 20 
2,	0.225,	0.292117,	44,	15 6 31 29 28 0 10 7 11 17 30 13 20 4 22 14 3 18 8 2 21 1 5 27 23 9 24 12 16 25 19 26 
2,	0.26,	0.292117,	56,	4 18 10 16 23 14 8 28 26 0 31 27 13 15 12 21 30 17 24 19 7 11 25 9 20 22 5 3 1 6 2 29 
2,	0.278,	0.292117,	90,	2 27 21 18 4 3 13 25 5 10 0 20 30 28 1 16 9 23 12 19 6 14 11 15 7 29 17 31 26 24 8 22 
2,	0.305,	0.292117,	52,	14 19 17 9 29 21 5 18 15 8 2 27 10 26 13 1 22 4 7 12 20 11 23 31 28 16 30 3 6 24 25 0 
