81740,	2711,	0.270033,	2 4 13 5 1 16 0 15 6 3 17 7 10 8 14 9 12 11 
80718,	2682,	0.270033,	3 15 17 14 13 10 12 1 11 8 7 4 2 5 9 16 6 0 
70384,	2711,	0.270033,	10 4 12 11 17 3 15 7 1 13 8 16 6 14 0 5 9 2 
93852,	2737,	0.270033,	16 8 6 9 0 15 13 14 4 7 10 1 17 2 3 12 5 11 
88528,	2743,	0.270033,	5 0 10 12 8 15 16 7 13 17 11 2 4 9 3 14 6 1 
63348,	2723,	0.270033,	11 16 6 0 17 1 8 14 2 15 5 4 10 13 12 3 9 7 
84872,	2637,	0.270033,	12 10 1 13 16 9 11 15 14 2 8 3 6 0 4 5 17 7 
101050,	2713,	0.270033,	0 5 8 10 1 6 9 16 11 2 14 3 17 15 13 4 12 7 
55174,	2700,	0.270033,	5 11 12 14 16 10 3 17 15 7 13 8 1 9 2 0 4 6 
63874,	2705,	0.270033,	9 2 5 7 1 17 0 8 4 11 16 14 3 6 10 15 13 12 
89864,	2714,	0.270033,	1 3 10 16 14 12 7 4 11 9 2 17 5 8 6 15 0 13 
86180,	2734,	0.270033,	16 13 4 10 6 3 1 12 15 8 14 11 9 2 5 0 7 17 
89358,	2743,	0.270033,	12 10 4 5 16 0 1 13 9 17 6 11 14 15 3 8 2 7 
84414,	2644,	0.270033,	8 12 16 11 6 3 9 7 14 5 10 15 1 2 17 4 13 0 
76252,	2710,	0.270033,	7 1 11 14 17 16 9 8 15 4 6 5 13 3 10 12 2 0 
83550,	2747,	0.270033,	3 4 14 10 6 12 7 13 0 2 9 8 11 1 16 15 17 5 
73582,	2758,	0.270033,	12 15 2 3 6 10 8 9 14 17 1 0 11 7 5 4 13 16 
97156,	2733,	0.270033,	14 7 8 0 13 16 4 12 9 6 17 5 15 11 2 3 1 10 
67966,	2629,	0.270033,	1 14 3 9 10 4 7 15 12 8 16 5 6 17 11 0 2 13 
86192,	2708,	0.270033,	2 17 6 0 10 11 4 7 3 13 9 15 5 8 14 16 1 12 
63490,	2678,	0.270033,	16 4 8 13 14 7 11 17 9 6 12 10 1 0 3 15 2 5 
82240,	2630,	0.270033,	12 13 17 5 7 15 0 11 8 3 4 9 2 6 16 10 1 14 
71142,	2726,	0.270033,	5 1 8 13 14 17 9 12 16 11 15 6 7 3 10 0 4 2 
105316,	2700,	0.270033,	2 4 7 14 3 0 1 11 12 8 9 10 13 6 15 5 16 17 
76164,	2726,	0.270033,	17 3 15 9 13 11 2 7 8 6 10 0 1 12 4 5 16 14 
