1185017786,	159272,	28.4029,	22 39 21 27 36 18 29 14 34 19 20 17 2 24 23 26 30 1 38 25 31 5 32 9 6 7 35 13 8 10 37 28 0 15 12 11 16 3 4 33 
1102836127,	159254,	28.4029,	7 18 30 10 26 16 39 9 36 25 4 13 11 15 23 8 32 34 24 31 22 33 17 21 14 20 6 0 38 2 27 1 12 19 5 29 3 37 28 35 
1125208123,	159288,	28.4029,	7 13 38 9 14 29 5 27 24 25 6 3 28 34 36 10 23 8 30 31 35 22 21 18 11 26 15 4 33 37 2 16 19 20 0 32 1 39 12 17 
1109292340,	159316,	28.4029,	13 4 37 36 22 23 1 30 3 20 7 32 14 24 39 35 2 5 31 17 21 9 34 10 29 0 15 27 25 16 19 11 8 38 26 28 6 33 18 12 
1136751581,	159441,	28.4029,	12 25 27 0 19 13 18 6 23 30 31 36 33 4 2 11 17 22 20 5 8 7 38 29 34 21 35 3 14 1 28 15 39 37 26 32 16 9 10 24 
1113314551,	159395,	28.4029,	3 29 28 22 26 6 31 37 39 19 36 14 1 0 18 7 4 10 2 13 38 16 15 20 33 34 11 24 35 21 17 8 5 23 30 25 12 9 27 32 
1094040534,	159258,	28.4029,	2 23 27 19 14 6 22 20 0 9 24 3 11 7 21 30 10 26 17 33 13 15 35 32 25 34 37 29 5 1 8 4 38 39 36 18 31 28 16 12 
1194574098,	159340,	28.4029,	12 37 17 22 38 28 23 5 39 35 25 11 34 20 27 14 18 21 30 6 10 32 1 24 2 0 15 7 9 33 31 36 3 29 16 4 26 8 19 13 
1159516718,	159346,	28.4029,	4 18 33 3 21 13 28 23 7 38 30 29 25 24 26 36 37 11 22 8 32 9 27 20 17 16 34 1 19 31 39 2 6 35 15 12 14 10 0 5 
1087905401,	159304,	28.4029,	25 18 9 1 24 23 12 8 14 16 17 22 28 4 21 35 33 11 27 37 34 29 2 26 5 7 20 38 31 30 6 36 32 13 0 19 10 39 15 3 
1086780159,	159418,	28.4029,	38 31 12 27 39 23 9 33 8 26 10 20 36 2 22 28 1 6 5 18 19 30 0 13 25 37 7 29 3 34 21 24 4 16 17 32 15 14 11 35 
