54192,	10.004,	10.005,	286,	90680,	1 15 3 2 9 13 12 4 10 5 7 17 8 11 16 0 6 14 
25884,	10.006,	10.005,	285,	90692,	17 8 6 12 7 16 15 14 1 4 5 10 2 13 11 3 0 9 
26250,	10.005,	10.005,	285,	62026,	7 12 4 14 13 3 9 5 17 11 1 10 6 16 2 0 8 15 
55202,	10.005,	10.005,	285,	76026,	1 3 6 10 17 8 13 15 7 9 16 2 12 11 0 4 14 5 
18350,	10.004,	10.005,	285,	74216,	8 14 17 0 5 6 16 15 1 11 12 10 3 9 7 2 4 13 
16382,	10.005,	10.005,	285,	54778,	0 16 6 12 1 11 15 14 5 13 8 17 2 10 7 3 4 9 
45484,	10.005,	10.005,	282,	55490,	14 8 0 2 16 6 7 13 17 11 15 5 10 9 12 1 4 3 
43126,	10.004,	10.005,	285,	60064,	2 7 10 0 13 1 15 8 6 16 12 11 17 9 3 5 4 14 
26552,	10.006,	10.005,	285,	84072,	5 17 1 12 10 6 15 2 0 11 3 14 8 16 4 7 9 13 
20078,	10.005,	10.005,	284,	87348,	14 5 9 0 3 10 16 15 17 11 12 6 8 1 2 7 13 4 
44098,	10.004,	10.005,	282,	66278,	5 17 2 6 10 12 11 1 7 8 3 4 15 13 0 14 16 9 
40822,	10.006,	10.005,	285,	82038,	8 14 16 2 11 10 5 12 1 17 7 3 15 9 0 13 6 4 
45912,	10.004,	10.005,	285,	90100,	3 9 13 12 10 11 15 14 5 16 8 17 2 6 1 7 0 4 
40018,	10.006,	10.005,	284,	79300,	12 15 7 2 4 17 5 3 6 13 9 1 11 10 14 8 16 0 
24956,	10.005,	10.005,	284,	83816,	5 17 3 11 9 13 0 6 10 16 8 1 2 14 4 12 15 7 
31286,	10.005,	10.005,	284,	86050,	2 12 3 7 9 1 4 8 6 13 5 11 17 15 14 10 0 16 
24414,	10.005,	10.005,	284,	97164,	17 8 5 6 14 2 11 16 12 13 0 7 9 10 15 3 4 1 
42792,	10.004,	10.005,	285,	81578,	8 4 17 6 5 7 11 0 12 13 14 2 15 10 9 3 1 16 
20272,	10.006,	10.005,	285,	62456,	0 16 15 7 12 5 4 9 14 13 3 8 17 1 2 6 10 11 
51664,	10.004,	10.005,	285,	61654,	2 5 10 15 13 17 12 1 8 11 3 14 6 9 0 4 7 16 
22254,	10.005,	10.005,	284,	71472,	1 15 3 17 9 4 5 10 7 14 13 8 6 11 2 16 12 0 
18442,	10.006,	10.005,	285,	71644,	2 5 3 15 9 17 16 12 8 1 7 14 6 10 4 11 13 0 
20120,	10.004,	10.005,	270,	72278,	10 13 17 12 5 6 2 15 4 9 0 3 7 11 16 8 1 14 
58990,	10.005,	10.005,	272,	71246,	6 11 8 7 17 16 4 12 1 9 15 10 3 13 2 0 14 5 
39142,	10.006,	10.005,	284,	68628,	7 4 8 1 14 5 16 3 17 9 0 10 6 13 15 12 11 2 
21374,	10.004,	10.005,	280,	78718,	7 12 13 0 10 2 15 14 5 9 8 11 17 16 4 6 3 1 
42388,	10.005,	10.005,	277,	83104,	0 14 16 1 13 11 10 15 6 9 7 17 8 5 2 4 12 3 
20556,	10.004,	10.005,	280,	90156,	8 17 14 16 5 9 15 1 7 10 2 12 6 13 3 0 4 11 
39652,	10.006,	10.005,	283,	62948,	8 14 7 12 13 4 15 2 3 5 10 0 16 9 1 11 17 6 
19292,	10.004,	10.005,	286,	78466,	1 10 6 14 11 7 8 12 4 9 15 13 3 17 16 2 0 5 
54008,	10.005,	10.005,	283,	104690,	14 9 6 15 11 8 0 12 7 16 4 2 13 3 17 10 5 1 
25534,	10.005,	10.005,	279,	86932,	1 10 3 7 9 4 13 17 8 16 5 14 6 11 2 12 0 15 
27270,	10.005,	10.005,	280,	73342,	0 16 6 17 11 1 5 10 3 14 2 9 4 13 15 7 12 8 
53826,	10.006,	10.005,	278,	79770,	1 10 6 3 11 7 9 17 8 13 5 4 16 14 0 2 12 15 
42218,	10.005,	10.005,	281,	73298,	8 17 14 16 5 9 15 1 7 10 4 2 6 13 3 0 12 11 
42128,	10.004,	10.005,	264,	75568,	6 11 12 5 15 7 17 1 10 14 2 13 0 9 3 4 8 16 
42332,	10.005,	10.005,	276,	85776,	4 3 7 10 13 12 1 2 5 16 15 9 8 11 0 17 14 6 
36760,	10.005,	10.005,	280,	68136,	5 17 11 12 6 13 2 7 10 9 8 1 16 14 0 3 15 4 
40014,	10.006,	10.005,	271,	82068,	0 16 11 2 13 6 3 12 17 14 7 5 10 9 1 4 15 8 
27684,	10.005,	10.005,	284,	85186,	8 6 9 15 3 14 0 12 5 16 7 17 2 11 4 13 1 10 
55238,	10.004,	10.005,	285,	87904,	11 6 5 9 17 1 14 3 16 10 2 0 8 13 7 12 15 4 
42028,	10.006,	10.005,	277,	81200,	17 8 10 9 1 13 14 3 12 11 2 16 6 7 5 0 15 4 
55204,	10.005,	10.005,	284,	88052,	7 4 8 2 17 14 12 10 9 13 1 0 6 5 15 3 11 16 
44744,	10.004,	10.005,	283,	58280,	2 7 5 8 11 1 14 17 3 10 6 9 4 16 0 12 13 15 
42484,	10.006,	10.005,	285,	85690,	17 5 10 1 13 2 6 3 12 11 9 7 15 4 0 8 16 14 
55742,	10.004,	10.005,	281,	71444,	5 14 1 7 15 10 4 11 17 13 6 8 3 9 2 0 16 12 
26424,	10.006,	10.005,	284,	87110,	8 17 14 6 9 12 11 1 5 3 15 2 4 10 16 7 0 13 
50626,	10.005,	10.005,	285,	78888,	5 11 17 10 8 7 13 16 12 14 0 2 9 6 3 15 4 1 
41302,	10.004,	10.005,	285,	69542,	10 13 16 1 11 0 6 3 14 17 2 9 8 5 7 15 4 12 
25616,	10.005,	10.005,	286,	84900,	8 4 6 9 11 17 3 7 14 16 12 5 0 15 2 1 13 10 
19584,	10.005,	10.005,	285,	63562,	6 11 0 12 14 16 7 5 1 4 2 15 10 13 3 17 9 8 
47118,	10.005,	10.005,	286,	83602,	8 14 16 17 11 15 5 9 4 10 3 6 2 0 13 12 1 7 
31260,	10.005,	10.005,	286,	88120,	2 12 13 8 7 10 17 4 14 16 0 9 6 3 15 11 1 5 
38936,	10.006,	10.005,	286,	97846,	1 6 10 5 13 2 17 3 12 9 0 7 15 11 4 16 14 8 
23232,	10.004,	10.005,	283,	64710,	3 9 1 16 15 10 0 8 17 11 7 6 5 14 4 2 12 13 
21332,	10.004,	10.005,	281,	56084,	10 1 17 5 8 3 14 11 2 9 6 12 7 16 0 4 15 13 
56756,	10.005,	10.005,	282,	84424,	3 9 1 2 15 13 7 10 12 16 17 4 0 8 5 6 14 11 
36488,	10.005,	10.005,	278,	77752,	12 15 2 4 13 5 7 1 14 9 17 8 0 16 10 6 3 11 
20770,	10.006,	10.005,	283,	77626,	8 14 17 16 5 7 15 1 12 10 3 2 6 9 13 0 4 11 
20022,	10.005,	10.005,	284,	77560,	12 15 7 10 8 4 13 2 3 14 5 9 1 16 17 0 6 11 
