3808,	1.071,	1.11011,	17,	5192,	8 9 6 18 20 0 12 11 16 1 4 3 10 15 7 2 21 17 5 14 13 19 
3686,	1.011,	1.11011,	16,	4836,	4 2 17 21 0 6 18 7 10 3 16 1 20 12 5 11 8 9 15 19 13 14 
3690,	1.132,	1.11011,	18,	5190,	1 20 19 13 2 17 21 18 7 3 14 4 12 5 11 8 9 0 6 10 15 16 
3666,	0.88,	1.11011,	14,	5304,	4 5 11 21 0 6 9 7 10 14 16 1 12 20 17 2 18 8 15 3 13 19 
3722,	1.258,	1.11011,	20,	5386,	16 19 11 0 21 7 6 18 9 20 4 14 13 3 17 5 10 15 2 8 12 1 
3878,	1.132,	1.11011,	18,	5310,	3 10 15 11 5 21 17 2 4 14 13 8 9 12 6 0 7 18 20 1 16 19 
3728,	0.943,	1.11011,	15,	5190,	4 1 8 12 9 6 11 0 18 13 16 3 20 2 15 10 5 21 17 7 19 14 
3794,	1.069,	1.11011,	17,	5342,	1 20 2 7 6 0 21 10 15 3 19 4 16 8 18 9 12 17 5 11 14 13 
3722,	1.008,	1.11011,	16,	5146,	4 1 8 20 15 6 10 2 7 19 3 16 12 9 5 11 0 21 17 18 13 14 
3622,	1.195,	1.11011,	19,	5276,	14 13 3 2 17 21 15 8 5 12 1 16 19 10 7 18 0 6 9 11 20 4 
3674,	0.819,	1.11011,	13,	4870,	19 20 18 7 6 0 8 9 12 16 1 13 3 2 17 10 21 15 11 5 14 4 
3674,	1.004,	1.11011,	16,	5166,	14 13 19 15 17 21 5 11 12 20 1 16 3 7 18 2 0 10 6 9 8 4 
3728,	1.319,	1.11011,	21,	5568,	16 0 12 9 6 8 7 18 2 20 1 14 11 5 21 10 15 17 3 13 19 4 
3720,	0.944,	1.11011,	15,	4934,	14 11 5 10 6 9 15 8 3 13 19 16 0 21 7 18 17 12 2 20 1 4 
3838,	1.069,	1.11011,	17,	5442,	18 0 7 6 9 8 20 19 12 11 1 16 17 21 10 2 15 3 13 5 14 4 
3682,	1.131,	1.11011,	18,	5232,	16 18 9 10 6 12 8 2 20 1 4 14 7 0 21 11 5 15 17 3 13 19 
3798,	0.942,	1.11011,	15,	4750,	4 16 18 7 0 6 9 8 11 15 14 1 19 20 2 17 21 10 12 5 13 3 
3658,	1.383,	1.11011,	22,	5370,	4 2 8 15 9 6 18 7 10 3 16 1 20 12 5 11 0 21 17 19 13 14 
3674,	1.071,	1.11011,	17,	5208,	4 1 5 12 8 20 2 17 18 3 13 16 14 11 15 9 6 0 21 7 10 19 
3736,	1.196,	1.11011,	19,	5332,	1 13 20 8 12 5 17 11 9 18 16 4 19 3 2 15 10 21 6 0 7 14 
3770,	1.195,	1.11011,	19,	5244,	3 15 8 6 18 2 20 12 13 19 1 16 10 9 7 0 21 17 5 11 14 4 
