5751354,	2242736,	1.871,	12 5 7 13 24 1 14 19 25 2 8 22 10 0 9 15 4 6 23 21 16 18 3 17 11 20 
5897097,	2238589,	1.871,	24 25 22 21 9 15 7 18 0 12 14 23 17 11 5 3 8 20 19 16 1 10 4 13 2 6 
6045072,	2242229,	1.871,	20 5 13 9 12 25 8 14 2 1 11 3 10 23 16 6 15 0 22 19 18 21 4 24 17 7 
6030851,	2238564,	1.871,	7 6 10 0 13 11 18 9 2 16 24 4 17 23 20 21 22 12 15 25 5 1 14 3 8 19 
5951759,	2243068,	1.871,	22 12 9 19 16 2 1 25 8 7 15 17 24 3 13 10 23 21 4 6 0 20 11 18 14 5 
6027822,	2238834,	1.871,	21 12 11 8 17 10 20 14 19 25 23 6 0 18 1 24 16 7 3 4 2 15 9 22 13 5 
6108659,	2241443,	1.871,	23 0 25 13 20 8 10 12 7 16 3 24 2 1 18 21 5 9 11 22 17 4 14 15 6 19 
5783106,	2225104,	1.871,	12 17 9 14 20 19 21 4 0 3 18 13 22 6 15 5 16 1 23 25 8 11 10 7 24 2 
5855724,	2233668,	1.871,	8 18 23 12 21 0 5 1 10 4 25 17 19 14 22 16 11 7 15 24 2 20 13 9 6 3 
5982999,	2235779,	1.871,	23 2 0 25 19 14 16 12 7 1 9 5 8 4 10 15 20 3 18 6 21 13 17 11 24 22 
5997940,	2231596,	1.871,	2 7 14 25 16 18 3 10 13 19 0 24 5 22 11 21 23 9 12 6 4 15 20 1 8 17 
5831174,	2238565,	1.871,	8 2 11 23 3 13 1 10 12 9 25 4 15 0 16 6 14 18 19 20 21 17 7 22 5 24 
5781432,	2231749,	1.871,	8 9 15 10 18 22 2 13 5 7 4 1 17 11 25 24 20 14 0 12 6 16 23 3 21 19 
6191205,	2233979,	1.871,	10 8 17 12 24 1 22 14 0 23 21 19 11 6 7 9 15 3 2 20 13 5 4 25 18 16 
5897556,	2235765,	1.871,	8 23 19 4 21 12 16 1 17 3 15 20 22 10 2 13 14 9 11 24 6 0 25 7 18 5 
6003115,	2234161,	1.871,	9 19 10 12 1 6 22 16 2 17 21 5 7 3 0 11 18 24 14 4 13 25 15 23 20 8 
6016044,	2240076,	1.871,	3 12 24 17 5 15 20 14 19 7 11 25 13 1 0 8 10 23 18 16 4 22 9 6 2 21 
6056371,	2240055,	1.871,	19 0 3 20 21 9 4 25 5 13 18 14 2 15 11 1 17 10 6 23 7 24 12 22 16 8 
5793397,	2241366,	1.871,	14 18 4 11 15 16 19 3 12 9 0 8 1 7 24 6 10 13 5 20 2 25 22 23 21 17 
5869155,	2236412,	1.871,	18 19 14 13 21 25 23 10 24 17 9 4 7 11 6 20 8 12 15 22 2 5 0 1 16 3 
6059991,	2242698,	1.871,	4 20 13 22 7 11 12 23 21 14 16 10 0 24 2 17 18 15 5 6 19 9 3 1 25 8 
